Drug_Name,DILI-Concern Label,DILI-Risk Level,DILI-Concern Source
ombitasvir,Most-DILI-Concern,High,Logistic regression model prediction 
omeprazole,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ondansetron,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
opipramol,Most-DILI-Concern,High,Logistic regression model prediction 
oprelvekin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
orciprenaline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
oritavancin,Other-DILI-Concern,Low,Logistic regression model prediction 
orlistat,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
ornidazole,Other-DILI-Concern,Low,Logistic regression model prediction 
ornithine,Other-DILI-Concern,Low,Logistic regression model prediction 
orphenadrine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
oseltamivir,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
osimertinib,Most-DILI-Concern,High,Logistic regression model prediction 
ospemifene,Other-DILI-Concern,Low,Logistic regression model prediction 
otilonium,Other-DILI-Concern,Low,Logistic regression model prediction 
ouabain,Other-DILI-Concern,Low,Logistic regression model prediction 
oxacillin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
oxaliplatin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
oxandrolone,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
oxaprozin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
oxatomide,Other-DILI-Concern,Low,Logistic regression model prediction 
oxazepam,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
oxcarbazepine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
oxethazaine,Most-DILI-Concern,High,Logistic regression model prediction 
oxiconazole,Other-DILI-Concern,Low,Logistic regression model prediction 
oxiracetam,Other-DILI-Concern,Low,Logistic regression model prediction 
oxolamine,Other-DILI-Concern,Low,Logistic regression model prediction 
oxprenolol,Most-DILI-Concern,High,Logistic regression model prediction 
oxybenzone,Other-DILI-Concern,Low,Logistic regression model prediction 
oxybuprocaine,Other-DILI-Concern,Low,Logistic regression model prediction 
oxybutynin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
oxycodone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
oxyfedrine,Most-DILI-Concern,High,Logistic regression model prediction 
oxymetazoline,Other-DILI-Concern,Low,Logistic regression model prediction 
oxymetholone,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
oxymorphone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
oxyphenbutazone,Most-DILI-Concern,High,Logistic regression model prediction 
oxyphencyclimine,Most-DILI-Concern,High,Logistic regression model prediction 
oxyphenisatin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
oxyphenonium,Other-DILI-Concern,Low,Logistic regression model prediction 
oxyquinoline,Most-DILI-Concern,High,Logistic regression model prediction 
oxytetracycline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
oxytocin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ozagrel,Other-DILI-Concern,Low,Logistic regression model prediction 
paclitaxel,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pafuramidine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
palbociclib,Other-DILI-Concern,Low,Logistic regression model prediction 
palifermin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
paliperidone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
palivizumab,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
palmitoylethanolamide,Other-DILI-Concern,Low,Logistic regression model prediction 
palonosetron,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pamabrom,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pamidronate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pancrelipase,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pancuronium,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
panitumumab,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
panobinostat,Other-DILI-Concern,Low,Logistic regression model prediction 
pantethine,Most-DILI-Concern,High,Logistic regression model prediction 
pantoprazole,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pantothenic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
papaverine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
paramethadione,Other-DILI-Concern,Low,Logistic regression model prediction 
parecoxib,Other-DILI-Concern,Low,Logistic regression model prediction 
pargyline,Other-DILI-Concern,Low,Logistic regression model prediction 
paricalcitol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
paritaprevir,Most-DILI-Concern,High,Logistic regression model prediction 
paromomycin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
paroxetine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pasireotide,Other-DILI-Concern,Low,Logistic regression model prediction 
pazopanib,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
pazufloxacin,Other-DILI-Concern,Low,Logistic regression model prediction 
pefloxacin,Other-DILI-Concern,Low,Logistic regression model prediction 
pegademase bovine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pegaspargase,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pegfilgrastim,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
peginterferon alfa-2a,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
peginterferon alfa-2b,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
pegvisomant,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pemetrexed,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pemirolast,Other-DILI-Concern,Low,Logistic regression model prediction 
pemoline,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
penbutolol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
penciclovir,Other-DILI-Concern,Low,Logistic regression model prediction 
penfluridol,Most-DILI-Concern,High,Logistic regression model prediction 
penicillamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
penicillin g,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
penicillin v,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pentagastrin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pentamidine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pentazocine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pentetic acid,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pentobarbital,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pentolinium,Other-DILI-Concern,Low,Logistic regression model prediction 
pentosan polysulfate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pentostatin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
pentoxifylline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pentylenetetrazol,Most-DILI-Concern,High,Logistic regression model prediction 
peramivir,Other-DILI-Concern,Low,Logistic regression model prediction 
perampanel,Other-DILI-Concern,Low,Logistic regression model prediction 
perflubron,Most-DILI-Concern,High,Logistic regression model prediction 
perflutren,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pergolide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
perhexiline,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
perindopril,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
permethrin,Other-DILI-Concern,Low,Logistic regression model prediction 
perospirone,Most-DILI-Concern,High,Logistic regression model prediction 
perphenazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
phenacaine,Other-DILI-Concern,Low,Logistic regression model prediction 
phenacemide,Most-DILI-Concern,High,Logistic regression model prediction 
phenacetin,Other-DILI-Concern,Low,Logistic regression model prediction 
phenazone,Most-DILI-Concern,High,Logistic regression model prediction 
phendimetrazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
phenelzine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
phenethicillin,Other-DILI-Concern,Low,Logistic regression model prediction 
phenformin,Most-DILI-Concern,High,Logistic regression model prediction 
phenindamine,Other-DILI-Concern,Low,Logistic regression model prediction 
phenindione,Most-DILI-Concern,High,Logistic regression model prediction 
pheniramine,Other-DILI-Concern,Low,Logistic regression model prediction 
phenobarbital,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
phenolphthalein,Most-DILI-Concern,High,Logistic regression model prediction 
phenolsulfonphthalein,Most-DILI-Concern,High,Logistic regression model prediction 
phenothrin,Other-DILI-Concern,Low,Logistic regression model prediction 
phenoxybenzamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
phenoxypropazine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
phenprobamate,Other-DILI-Concern,Low,Logistic regression model prediction 
phenprocoumon,Most-DILI-Concern,High,Logistic regression model prediction 
phensuximide,Most-DILI-Concern,High,Logistic regression model prediction 
phentermine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
phentolamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
phenyl salicylate,Most-DILI-Concern,High,Logistic regression model prediction 
phenylbutazone,Most-DILI-Concern,High,Logistic regression model prediction 
phenylephrine,Other-DILI-Concern,Low,Logistic regression model prediction 
phenylpropanolamine,Other-DILI-Concern,Low,Logistic regression model prediction 
phenytoin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
phloroglucin,Other-DILI-Concern,Low,Logistic regression model prediction 
phthalylsulfathiazole,Other-DILI-Concern,Low,Logistic regression model prediction 
physostigmine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
phytonadione,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
picotamide,Most-DILI-Concern,High,Logistic regression model prediction 
pidotimod,Other-DILI-Concern,Low,Logistic regression model prediction 
piketoprofen,Other-DILI-Concern,Low,Logistic regression model prediction 
pilocarpine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pilsicainide,Other-DILI-Concern,Low,Logistic regression model prediction 
pimavanserin,Other-DILI-Concern,Low,Logistic regression model prediction 
pimecrolimus,Other-DILI-Concern,Low,Logistic regression model prediction 
pimethixene,Other-DILI-Concern,Low,Logistic regression model prediction 
pimobendan,Most-DILI-Concern,High,Logistic regression model prediction 
pimozide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pinacidil,Most-DILI-Concern,High,Logistic regression model prediction 
pinaverium,Other-DILI-Concern,Low,Logistic regression model prediction 
pindolol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pioglitazone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pipamazine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
pipamperone,Other-DILI-Concern,Low,Logistic regression model prediction 
pipecuronium,Other-DILI-Concern,Low,Logistic regression model prediction 
pipemidic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
pipenzolate,Most-DILI-Concern,High,Logistic regression model prediction 
piperacetazine,Most-DILI-Concern,High,Logistic regression model prediction 
piperacillin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
piperaquine,Other-DILI-Concern,Low,Logistic regression model prediction 
piperazine,Other-DILI-Concern,Low,Logistic regression model prediction 
piperidolate,Most-DILI-Concern,High,Logistic regression model prediction 
pipobroman,Most-DILI-Concern,High,Logistic regression model prediction 
pipotiazine,Most-DILI-Concern,High,Logistic regression model prediction 
piracetam,Other-DILI-Concern,Low,Logistic regression model prediction 
pirarubicin,Most-DILI-Concern,High,Logistic regression model prediction 
pirenoxine,Other-DILI-Concern,Low,Logistic regression model prediction 
pirenzepine,Other-DILI-Concern,Low,Logistic regression model prediction 
piretanide,Other-DILI-Concern,Low,Logistic regression model prediction 
pirfenidone,Other-DILI-Concern,Low,Logistic regression model prediction 
piribedil,Other-DILI-Concern,Low,Logistic regression model prediction 
pirlindole,Other-DILI-Concern,Low,Logistic regression model prediction 
piroxicam,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pirprofen,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
pitavastatin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pivampicillin,Other-DILI-Concern,Low,Logistic regression model prediction 
pixantrone,Other-DILI-Concern,Low,Logistic regression model prediction 
pizotifen,Other-DILI-Concern,Low,Logistic regression model prediction 
plerixafor,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
plicamycin,Most-DILI-Concern,High,Logistic regression model prediction 
podophyllotoxin,Other-DILI-Concern,Low,Logistic regression model prediction 
polidocanol,Other-DILI-Concern,Low,Logistic regression model prediction 
polyethylene glycol 3350,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
polymyxin b sulfate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
polythiazide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pomalidomide,Other-DILI-Concern,Low,Logistic regression model prediction 
ponatinib,Most-DILI-Concern,High,Logistic regression model prediction 
porfimer,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
posaconazole,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
potassium aminobenzoate,Other-DILI-Concern,Low,Logistic regression model prediction 
practolol,Most-DILI-Concern,High,Logistic regression model prediction 
pralatrexate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pralidoxime,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pralnacasan,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
pramipexole,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pramiracetam,Other-DILI-Concern,Low,Logistic regression model prediction 
pramlintide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pramoxine,Other-DILI-Concern,Low,Logistic regression model prediction 
pranlukast,Other-DILI-Concern,Low,Logistic regression model prediction 
pranoprofen,Most-DILI-Concern,High,Logistic regression model prediction 
prasugrel,Other-DILI-Concern,Low,Logistic regression model prediction 
prasugrel hydrochloride,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pravastatin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
praziquantel,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
prazosin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
prednicarbate,Other-DILI-Concern,Low,Logistic regression model prediction 
prednisolone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
prednisone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pregabalin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pregnenolone,Other-DILI-Concern,Low,Logistic regression model prediction 
prenylamine,Most-DILI-Concern,High,Logistic regression model prediction 
pridinol,Other-DILI-Concern,Low,Logistic regression model prediction 
prilocaine,Other-DILI-Concern,Low,Logistic regression model prediction 
primaquine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
primidone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
probenecid,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
probucol,Most-DILI-Concern,High,Logistic regression model prediction 
procainamide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
procaine,Other-DILI-Concern,Low,Logistic regression model prediction 
procarbazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
procaterol,Other-DILI-Concern,Low,Logistic regression model prediction 
prochlorperazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
procyclidine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
profenamine,Other-DILI-Concern,Low,Logistic regression model prediction 
progesterone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
proglumetacin,Most-DILI-Concern,High,Logistic regression model prediction 
proglumide,Other-DILI-Concern,Low,Logistic regression model prediction 
proguanil,Other-DILI-Concern,Low,Logistic regression model prediction 
proline,Other-DILI-Concern,Low,Logistic regression model prediction 
promazine,Other-DILI-Concern,Low,Logistic regression model prediction 
promestriene,Other-DILI-Concern,Low,Logistic regression model prediction 
promethazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
propacetamol,Most-DILI-Concern,High,Logistic regression model prediction 
propafenone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
propagermanium,Other-DILI-Concern,Low,Logistic regression model prediction 
propantheline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
propatylnitrate,Most-DILI-Concern,High,Logistic regression model prediction 
propentofylline,Most-DILI-Concern,High,Logistic regression model prediction 
propiverine,Other-DILI-Concern,Low,Logistic regression model prediction 
propofol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
propoxycaine,Most-DILI-Concern,High,Logistic regression model prediction 
propoxyphene,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
propranolol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
propylene glycol,Other-DILI-Concern,Low,Logistic regression model prediction 
propylhexedrine,Other-DILI-Concern,Low,Logistic regression model prediction 
propylparaben,Other-DILI-Concern,Low,Logistic regression model prediction 
propylthiouracil,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
proquazone,Most-DILI-Concern,High,Logistic regression model prediction 
proscillaridin,Most-DILI-Concern,High,Logistic regression model prediction 
protamine sulfate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
protionamide,Most-DILI-Concern,High,Logistic regression model prediction 
protirelin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
protriptyline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
proxymetacaine,Other-DILI-Concern,Low,Logistic regression model prediction 
proxyphylline,Other-DILI-Concern,Low,Logistic regression model prediction 
prucalopride,Other-DILI-Concern,Low,Logistic regression model prediction 
prulifloxacin,Other-DILI-Concern,Low,Logistic regression model prediction 
pseudoephedrine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
psoralen,Most-DILI-Concern,High,Logistic regression model prediction 
pyrantel,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pyrazinamide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pyrethrins,Other-DILI-Concern,Low,Logistic regression model prediction 
pyridostigmine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pyridoxal,Other-DILI-Concern,Low,Logistic regression model prediction 
pyridoxine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pyrimethamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
pyrithyldione,Most-DILI-Concern,High,Logistic regression model prediction 
pyritinol,Other-DILI-Concern,Low,Logistic regression model prediction 
pyrvinium,Other-DILI-Concern,Low,Logistic regression model prediction 
quazepam,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
quercetin,Other-DILI-Concern,Low,Logistic regression model prediction 
quetiapine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
quinagolide,Most-DILI-Concern,High,Logistic regression model prediction 
quinapril,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
quinestrol,Most-DILI-Concern,High,Logistic regression model prediction 
quinethazone,Other-DILI-Concern,Low,Logistic regression model prediction 
quinidine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
quinine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rabeprazole,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
racecadotril,Other-DILI-Concern,Low,Logistic regression model prediction 
raclopride,Most-DILI-Concern,High,Logistic regression model prediction 
raloxifene,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
raltegravir,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
raltitrexed,Most-DILI-Concern,High,Logistic regression model prediction 
ramatroban,Most-DILI-Concern,High,Logistic regression model prediction 
ramelteon,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ramipril,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ramosetron,Other-DILI-Concern,Low,Logistic regression model prediction 
ranitidine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ranolazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rasagiline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rasburicase,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rebamipide,Other-DILI-Concern,Low,Logistic regression model prediction 
reboxetine,Other-DILI-Concern,Low,Logistic regression model prediction 
regadenoson,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
regorafenib,Most-DILI-Concern,High,Logistic regression model prediction 
remifentanil,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
remoxipride,Other-DILI-Concern,Low,Logistic regression model prediction 
repaglinide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
reserpine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
resorcinol,Other-DILI-Concern,Low,Logistic regression model prediction 
resveratrol,Other-DILI-Concern,Low,Logistic regression model prediction 
reteplase,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
retigabine,Other-DILI-Concern,Low,Logistic regression model prediction 
retinol,Most-DILI-Concern,High,Logistic regression model prediction 
revaprazan,Other-DILI-Concern,Low,Logistic regression model prediction 
ribavirin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ribociclib,Most-DILI-Concern,High,Logistic regression model prediction 
riboflavin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ribostamycin,Other-DILI-Concern,Low,Logistic regression model prediction 
rifabutin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rifampin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
rifamycin,Most-DILI-Concern,High,Logistic regression model prediction 
rifapentine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
rifaximin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rilmenidine,Other-DILI-Concern,Low,Logistic regression model prediction 
rilonacept,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rilpivirine,Most-DILI-Concern,High,Logistic regression model prediction 
riluzole,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
rimantadine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rimexolone,Other-DILI-Concern,Low,Logistic regression model prediction 
rimonabant,Other-DILI-Concern,Low,Logistic regression model prediction 
riociguat,Other-DILI-Concern,Low,Logistic regression model prediction 
ripasudil,Most-DILI-Concern,High,Logistic regression model prediction 
risedronate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
risperidone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ritodrine,Most-DILI-Concern,High,Logistic regression model prediction 
ritonavir,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
rivaroxaban,Other-DILI-Concern,Low,Logistic regression model prediction 
rivastigmine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rizatriptan,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rocuronium,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rofecoxib,Other-DILI-Concern,Low,Logistic regression model prediction 
roflumilast,Other-DILI-Concern,Low,Logistic regression model prediction 
rolitetracycline,Most-DILI-Concern,High,Logistic regression model prediction 
romidepsin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
romiplostim,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ropinirole,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ropivacaine,Other-DILI-Concern,Low,Logistic regression model prediction 
rose bengal,Other-DILI-Concern,Low,Logistic regression model prediction 
rosiglitazone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rosoxacin,Other-DILI-Concern,Low,Logistic regression model prediction 
rosuvastatin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rotigotine,Other-DILI-Concern,Low,Logistic regression model prediction 
rotundine,Most-DILI-Concern,High,Logistic regression model prediction 
roxatidine,Other-DILI-Concern,Low,Logistic regression model prediction 
roxithromycin,Most-DILI-Concern,High,Logistic regression model prediction 
rubidium chloride rb-82,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rufinamide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rufloxacin,Most-DILI-Concern,High,Logistic regression model prediction 
rupatadine,Other-DILI-Concern,Low,Logistic regression model prediction 
rutin,Most-DILI-Concern,High,Logistic regression model prediction 
ruxolitinib,Other-DILI-Concern,Low,Logistic regression model prediction 
saccharin,Other-DILI-Concern,Low,Logistic regression model prediction 
sacrosidase,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sacubitril,Other-DILI-Concern,Low,Logistic regression model prediction 
safinamide,Other-DILI-Concern,Low,Logistic regression model prediction 
salbutamol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
salicylamide,Other-DILI-Concern,Low,Logistic regression model prediction 
salmeterol,Other-DILI-Concern,Low,Logistic regression model prediction 
salsalate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sapropterin,Other-DILI-Concern,Low,Logistic regression model prediction 
saquinavir,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sargramostim,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sarpogrelate,Other-DILI-Concern,Low,Logistic regression model prediction 
sasapyrine,Other-DILI-Concern,Low,Logistic regression model prediction 
saxagliptin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
scopolamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
secnidazole,Other-DILI-Concern,Low,Logistic regression model prediction 
secobarbital,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
secretin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
selegiline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sennoside,Other-DILI-Concern,Low,Logistic regression model prediction 
seratrodast,Most-DILI-Concern,High,Logistic regression model prediction 
serine,Other-DILI-Concern,Low,Logistic regression model prediction 
serotonin,Other-DILI-Concern,Low,Logistic regression model prediction 
sertaconazole,Most-DILI-Concern,High,Logistic regression model prediction 
sertindole,Other-DILI-Concern,Low,Logistic regression model prediction 
sertraline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
setiptiline,Most-DILI-Concern,High,Logistic regression model prediction 
sevelamer,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sevoflurane,Other-DILI-Concern,Low,Logistic regression model prediction 
sibutramine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sildenafil,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
silibinin,Most-DILI-Concern,High,Logistic regression model prediction 
silodosin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
silymarin,Other-DILI-Concern,Low,Logistic regression model prediction 
simeprevir,Most-DILI-Concern,High,Logistic regression model prediction 
