drug,Blood and lymphatic system disorders,Cardiac disorders,"Congenital, familial and genetic disorders",Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,"Injury, poisoning and procedural complications",Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Nervous system disorders,"Pregnancy, puerperium and perinatal conditions",Product issues,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,"Respiratory, thoracic and mediastinal disorders",Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,DILIConcern,DILI Risk Level,DILIConcern source
alpidem,0.047945205,0,0,0.020547945,0.006849315,0.01369863,0.04109589,0.068493151,0.342465753,0,0,0,0.130136986,0,0.01369863,0,0.130136986,0.006849315,0,0.068493151,0.006849315,0.006849315,0,0.082191781,0,0,0.01369863,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
alprazolam,0.005815526,0.062618339,0.00325817,0.006381095,0.002249982,0.013290875,0.047679937,0.143273416,0.007586003,0.010930238,0.01006959,0.131863673,0.032348096,0.01337694,0.019069516,0.00328276,0.130375981,0.003934394,0.01011877,0.215309711,0.009356481,0.005483562,0.04933976,0.029864509,0.012344161,0.004610618,0.0161679,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
alprenolol,0.026859504,0.035123967,0.004132231,0.008264463,0,0.053719008,0.237603306,0.05785124,0.010330579,0,0.041322314,0,0.010330579,0.016528926,0.024793388,0.002066116,0.068181818,0.004132231,0,0.090909091,0.010330579,0.01446281,0.037190083,0.20661157,0,0,0.039256198,Most-DILI-Concern,High,Logistic regression model predictions 
alprostadil,0.006048387,0.044578853,0.00462963,0.002389486,0.000224014,0.008587216,0.040397252,0.310334528,0.007616487,0.011275388,0.009931302,0.069668459,0.027180406,0.009035245,0.01911589,0.003658901,0.071535245,0.000149343,0.031735364,0.013515532,0.016278375,0.089979092,0.037933094,0.069444444,0.000298686,0.003584229,0.090875149,Other-DILI-Concern,Low,Logistic regression model predictions 
alteplase,0.013051643,0.067183099,0.001455399,0.00056338,0.000422535,0.012159624,0.073004695,0.186384977,0.002300469,0.016244131,0.01399061,0.058591549,0.037934272,0.004037559,0.010985915,0.002488263,0.257840376,0.001502347,0.009671362,0.012300469,0.014929577,0.002065728,0.051737089,0.059671362,0.000422535,0.002957746,0.086103286,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
althiazide,0.051020408,0.051020408,0,0.020408163,0,0,0.071428571,0.091836735,0.010204082,0,0.020408163,0.040816327,0.040816327,0.163265306,0.010204082,0,0.142857143,0.010204082,0.010204082,0.030612245,0.051020408,0.020408163,0,0.102040816,0,0,0.06122449,Most-DILI-Concern,High,Logistic regression model predictions 
altretamine,0.127819549,0.030075188,0,0.030075188,0,0.030075188,0.218045113,0.105263158,0.007518797,0,0.022556391,0.015037594,0.030075188,0.030075188,0.022556391,0.007518797,0.157894737,0,0,0.067669173,0.022556391,0,0.022556391,0.022556391,0,0.007518797,0.022556391,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
alverine,0,0.067226891,0.004201681,0.016806723,0,0.029411765,0.088235294,0.100840336,0.067226891,0.050420168,0.008403361,0.033613445,0.046218487,0.008403361,0.008403361,0,0.168067227,0,0.004201681,0.067226891,0.004201681,0.012605042,0.046218487,0.151260504,0,0,0.016806723,Most-DILI-Concern,High,Logistic regression model predictions 
alvimopan,0.013812155,0.165745856,0,0,0,0,0.174033149,0.099447514,0.011049724,0.013812155,0.033149171,0.182320442,0.052486188,0.03038674,0.005524862,0.008287293,0.035911602,0,0.008287293,0.022099448,0.011049724,0,0.060773481,0.016574586,0,0.027624309,0.027624309,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
amantadine,0.014617057,0.026093259,0.000966417,0.005315294,0.002899251,0.028871708,0.065837159,0.139043247,0.010147379,0.006040106,0.023194008,0.054360957,0.035999034,0.020657164,0.024643634,0.004590481,0.177699928,0.001208021,0.002416043,0.201739551,0.027180478,0.004228074,0.028267698,0.056414593,0.003744866,0.004952887,0.028871708,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ambenonium,0.020979021,0.048951049,0.013986014,0.006993007,0,0.048951049,0.195804196,0.104895105,0.006993007,0.006993007,0,0.013986014,0.027972028,0.006993007,0.048951049,0.006993007,0.202797203,0.006993007,0,0.020979021,0.006993007,0,0.06993007,0.104895105,0,0,0.027972028,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ambrisentan,0.011557486,0.048442788,0.001541455,0.004918954,0.000739898,0.010105093,0.067125221,0.202677336,0.006063056,0.005905485,0.089637313,0.04138635,0.056780346,0.039933957,0.036638669,0.008406067,0.086273516,0.000404204,0.004617514,0.015229574,0.013420934,0.002322459,0.158667087,0.020381459,0.002699259,0.031623803,0.032500719,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
amcinonide,0,0,0,0,0,0.004807692,0.014423077,0.177884615,0,0.110576923,0.019230769,0.009615385,0,0,0,0,0.0625,0.004807692,0,0.009615385,0,0,0.009615385,0.5625,0,0,0.014423077,Other-DILI-Concern,Low,Logistic regression model predictions 
amezinium,0.029411765,0.073529412,0,0.014705882,0,0.029411765,0.132352941,0.058823529,0.058823529,0.014705882,0.029411765,0.014705882,0.088235294,0.014705882,0.014705882,0,0.147058824,0,0,0,0.088235294,0.014705882,0.058823529,0.058823529,0,0,0.058823529,Most-DILI-Concern,High,Logistic regression model predictions 
amfenac,0,0,0,0.018181818,0,0.018181818,0.363636364,0.036363636,0.036363636,0.036363636,0,0,0.018181818,0.127272727,0,0,0.054545455,0,0,0,0.018181818,0,0.054545455,0.163636364,0,0,0.054545455,Most-DILI-Concern,High,Logistic regression model predictions 
amfepramone,0.00967008,0.110352673,0.017633675,0.007963595,0.003981797,0.019340159,0.093287827,0.103526735,0.00967008,0.006825939,0.010238908,0.014789534,0.031285552,0.026734926,0.017064846,0.001137656,0.141069397,0.008532423,0.003412969,0.152445961,0.012514221,0.013083049,0.068259386,0.065984073,0,0.003412969,0.04778157,Other-DILI-Concern,Low,Logistic regression model predictions 
amidopyrine,0.070610687,0.019083969,0,0.009541985,0,0.001908397,0.072519084,0.152671756,0.005725191,0.034351145,0.013358779,0,0.003816794,0.005725191,0.009541985,0,0.062977099,0,0,0.011450382,0.005725191,0.001908397,0.061068702,0.429389313,0,0,0.028625954,Most-DILI-Concern,High,Logistic regression model predictions 
amifampridine,0.019305019,0.046332046,0,0,0,0.027027027,0.204633205,0.11969112,0.003861004,0.007722008,0.027027027,0.05019305,0.019305019,0.003861004,0.057915058,0.011583012,0.181467181,0.003861004,0.011583012,0.05019305,0.019305019,0,0.05019305,0.027027027,0,0.007722008,0.05019305,Other-DILI-Concern,Low,Logistic regression model predictions 
amifostine,0.041885965,0.042324561,0.000438596,0.003070175,0.000877193,0.006359649,0.127850877,0.160745614,0.005701754,0.01995614,0.050438596,0.017763158,0.049122807,0.052412281,0.01995614,0.00745614,0.071710526,0,0.000877193,0.017324561,0.025219298,0.000877193,0.061622807,0.119298246,0.001754386,0.001973684,0.092982456,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
amikacin,0.038726521,0.021538908,0.001015302,0.064254116,0.001015302,0.011023279,0.101022554,0.118572775,0.018710566,0.027123069,0.043875553,0.010950758,0.047646675,0.01290884,0.012836319,0.001232867,0.068677932,0.000435129,0.000362608,0.011385887,0.068822975,0.001087824,0.042787729,0.251214736,0.000290086,0.000870259,0.021611429,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
amiloride,0.033561218,0.026724674,0.000621504,0.007458048,0.004350528,0.011187073,0.088253574,0.082660037,0.016780609,0.004350528,0.013051585,0.022374145,0.052827843,0.139838409,0.02921069,0.002486016,0.088253574,0.001243008,0.004972032,0.041019267,0.065257924,0.025481666,0.032939714,0.170913611,0,0.000621504,0.033561218,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
amineptine,0.025777104,0.006823351,0.003790751,0.003790751,0.003790751,0.0030326,0.053070508,0.052312358,0.345716452,0.004548901,0.003790751,0.003790751,0.157695224,0.009855951,0.016679303,0,0.047763457,0.00075815,0,0.150871873,0.008339651,0.0030326,0.004548901,0.080363912,0,0,0.009855951,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
aminoglutethimide,0.13480663,0.006629834,0,0.005524862,0.020994475,0.011049724,0.075138122,0.127071823,0.028729282,0.007734807,0.02320442,0.00441989,0.029834254,0.036464088,0.014364641,0.005524862,0.077348066,0,0,0.028729282,0.017679558,0.003314917,0.028729282,0.280662983,0,0.002209945,0.029834254,Other-DILI-Concern,Low,Logistic regression model predictions 
aminohippuric acid,0,0.025974026,0,0.025974026,0,0.025974026,0.12987013,0.090909091,0,0.064935065,0.012987013,0.012987013,0,0,0.012987013,0,0.103896104,0,0,0,0.012987013,0.012987013,0.194805195,0.181818182,0,0,0.090909091,Other-DILI-Concern,Low,Logistic regression model predictions 
aminophylline,0.001483279,0.163632686,0.000606796,0.004854369,0.000202265,0.006944444,0.166599245,0.125269687,0.001281014,0.027777778,0.002831715,0.006202805,0.015911543,0.008967098,0.007955771,0.000134844,0.161272923,0.000539374,0.001011327,0.066612729,0.006944444,0.000943905,0.073017799,0.108144552,0,0.000337109,0.040520496,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
amiodarone,0.021760126,0.090239633,0.001373212,0.003002958,0.09758858,0.034873544,0.046372306,0.104771534,0.041422708,0.01008028,0.020417094,0.035296071,0.084128086,0.019179695,0.021533772,0.002942597,0.076975312,0.000739422,0.002067363,0.022997525,0.019134424,0.002852055,0.125414982,0.068781312,0.001735378,0.00315386,0.041166174,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
amisulpride,0.020724325,0.043705756,0.0023597,0.002872679,0.030778701,0.017338668,0.058479532,0.088129681,0.012003693,0.002154509,0.012824459,0.036626654,0.109264389,0.031907254,0.041961629,0.007899867,0.220991074,0.002667487,0.001231148,0.091925721,0.017749051,0.065558633,0.021032112,0.034882528,0.0023597,0.001949318,0.02062173,Other-DILI-Concern,Low,Logistic regression model predictions 
amitriptyline,0.013942712,0.055053208,0.003321646,0.008980747,0.00282955,0.022082795,0.098542166,0.110044904,0.015398495,0.01295852,0.01084661,0.079760513,0.046482541,0.021037092,0.022656907,0.001968383,0.175001538,0.002870558,0.003116606,0.130999979,0.019683829,0.008796211,0.035635931,0.065284698,0.003895758,0.002009391,0.026798712,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
amlexanox,0,0,0,0,0,0.017241379,0.103448276,0.086206897,0,0.034482759,0.051724138,0,0.017241379,0,0,0.017241379,0.034482759,0,0,0,0,0,0.017241379,0.603448276,0,0.017241379,0,Most-DILI-Concern,High,Logistic regression model predictions 
amlodipine,0.0092116,0.043775923,0.000841204,0.008620259,0.001099395,0.018989556,0.082471307,0.223518731,0.008228807,0.018281612,0.015299918,0.040844202,0.041918611,0.020705279,0.043950827,0.005380374,0.119226092,0.001032765,0.015641397,0.048823147,0.020155581,0.00867856,0.042968034,0.093831726,0.001865641,0.003947829,0.06069162,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ammonium lactate,0,0.009708738,0,0,0,0.006472492,0.029126214,0.297734628,0.006472492,0.022653722,0.009708738,0.042071197,0.029126214,0.012944984,0.022653722,0.003236246,0.090614887,0,0.022653722,0.019417476,0,0.003236246,0.022653722,0.323624595,0,0.003236246,0.022653722,Most-DILI-Concern,High,Logistic regression model predictions 
amodiaquine,0.05984556,0.027027027,0,0.00965251,0,0.030888031,0.117760618,0.204633205,0.034749035,0.005791506,0.003861004,0,0.027027027,0.028957529,0.023166023,0,0.202702703,0.001930502,0,0.052123552,0.011583012,0,0.023166023,0.125482625,0,0,0.00965251,Most-DILI-Concern,High,Logistic regression model predictions 
amorolfine,0.00625,0.009375,0.003125,0.003125,0,0.0140625,0.0484375,0.2359375,0.0046875,0.021875,0.046875,0.05625,0.0171875,0.003125,0.028125,0.0015625,0.0515625,0,0.0046875,0.003125,0,0.003125,0.015625,0.4125,0,0.0015625,0.0078125,Most-DILI-Concern,High,Logistic regression model predictions 
amoxapine,0.015589354,0.057794677,0.001520913,0.008365019,0.00608365,0.016730038,0.062737643,0.111787072,0.028897338,0.005323194,0.01026616,0.029657795,0.035361217,0.019011407,0.027376426,0.003041825,0.212927757,0.002281369,0.001140684,0.090114068,0.030038023,0.021673004,0.014828897,0.14904943,0.001901141,0.002281369,0.034220532,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
amoxicillin,0.013375084,0.011039965,0.001003633,0.003398971,0.000220799,0.023418107,0.111570552,0.080966432,0.009956041,0.063944814,0.020962551,0.010611748,0.015803877,0.005232274,0.010631821,0.00045498,0.038767003,0.001010324,0.001485377,0.012123888,0.0114548,0.003184863,0.037823588,0.496283212,0.000367999,0.001110687,0.01379661,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
amperozide,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,Other-DILI-Concern,Low,Logistic regression model predictions 
amphetamine,0.003144654,0.070230608,0.001921733,0.00349406,0.000698812,0.012753319,0.043326345,0.151118099,0.003843466,0.004367575,0.006114605,0.146051712,0.037735849,0.015897973,0.013801537,0.001222921,0.103948288,0.001222921,0.05118798,0.216631726,0.009084556,0.004018169,0.038784067,0.019392034,0.019392034,0.003319357,0.017295597,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ampicillin,0.01227786,0.01763035,0.001291171,0.002957955,0.00028171,0.013522079,0.087658755,0.085052938,0.004037843,0.047562035,0.019531892,0.005892434,0.008779961,0.003216189,0.004929925,0.000211282,0.03232622,0.002347583,0.000164331,0.006714088,0.006620185,0.001338122,0.03683358,0.57755241,7.04E-05,0.000751227,0.020447449,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ampiroxicam,0.021276596,0,0,0.042553191,0,0.021276596,0.340425532,0.063829787,0,0.021276596,0.021276596,0.021276596,0,0.021276596,0,0,0.021276596,0,0,0,0.063829787,0,0.085106383,0.234042553,0,0,0.021276596,Other-DILI-Concern,Low,Logistic regression model predictions 
amprenavir,0.027913468,0.018841591,0.005582694,0.003489184,0.00418702,0.009071877,0.143754361,0.119330077,0.028611305,0.025122121,0.044661549,0.018143754,0.079553385,0.081646895,0.037683182,0.006978367,0.080251221,0.006978367,0.000697837,0.036985345,0.031402652,0.011165387,0.028611305,0.140963015,0,0.00209351,0.00628053,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
amrinone,0.229166667,0.094551282,0,0,0,0,0.022435897,0.15224359,0.065705128,0.001602564,0.006410256,0.012820513,0.155448718,0.043269231,0.003205128,0.001602564,0.025641026,0,0,0.009615385,0.0625,0,0.019230769,0.048076923,0,0,0.046474359,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
amrubicin,0.237668161,0.022421525,0,0,0.004484305,0,0.062780269,0.038116592,0.013452915,0.006726457,0.080717489,0.004484305,0.248878924,0.02690583,0.006726457,0.067264574,0.029147982,0,0,0.004484305,0.006726457,0,0.121076233,0.011210762,0,0,0.006726457,Other-DILI-Concern,Low,Logistic regression model predictions 
amsacrine,0.151329243,0.102249489,0.00204499,0.00204499,0.00204499,0.00204499,0.100204499,0.106339468,0.044989775,0.020449898,0.118609407,0.028629857,0.036809816,0.014314928,0.012269939,0.026584867,0.065439673,0,0,0.006134969,0.016359918,0,0.040899796,0.069529652,0,0.00204499,0.028629857,Most-DILI-Concern,High,Logistic regression model predictions 
amtolmetin guacil,0.071428571,0,0.071428571,0,0,0.071428571,0.285714286,0.142857143,0,0,0,0,0.071428571,0,0,0,0.071428571,0,0,0,0,0,0,0.214285714,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
anagliptin,0.007712082,0.123393316,0,0.002570694,0,0.017994859,0.12596401,0.051413882,0.035989717,0,0.061696658,0.020565553,0.028277635,0.066838046,0.053984576,0.11311054,0.133676093,0,0,0.010282776,0.028277635,0.005141388,0.030848329,0.06940874,0,0.002570694,0.010282776,Most-DILI-Concern,High,Logistic regression model predictions 
anagrelide,0.051866629,0.195782274,0.000854944,0.006269592,0.003134796,0.011684241,0.087204332,0.097178683,0.008834426,0.002564833,0.015104018,0.035622685,0.06554574,0.014819037,0.023653463,0.028783129,0.099173554,0.005414648,0.003704759,0.018238814,0.047306925,0.006269592,0.084354517,0.043602166,0.000569963,0.002849815,0.039612425,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
anakinra,0.034553165,0.018376001,0.005497094,0.002984137,0.001884718,0.00973771,0.052143867,0.266059369,0.01947542,0.038479661,0.10758599,0.041934977,0.047903251,0.013978326,0.05889744,0.025129574,0.04947385,0.006439453,0.005182975,0.01005183,0.012407727,0.003926496,0.047903251,0.087639391,0.002355898,0.009266531,0.020731899,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
anastrozole,0.010663102,0.017067181,0.000652843,0.00777194,0.00360618,0.025585227,0.072310132,0.131656667,0.008082818,0.006901483,0.025212174,0.047222309,0.062237697,0.020953151,0.146765318,0.053253334,0.089563839,0.000186527,0.006186464,0.049584978,0.010600926,0.021730345,0.039201666,0.075791961,0.005191656,0.008393695,0.053626387,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
anecortave acetate,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
anethole trithione,0.033816425,0.016908213,0.004830918,0,0.002415459,0.016908213,0.202898551,0.094202899,0.038647343,0.007246377,0.007246377,0.036231884,0.050724638,0.019323671,0.02173913,0,0.137681159,0.004830918,0,0.041062802,0.033816425,0.007246377,0.026570048,0.171497585,0.002415459,0,0.02173913,Other-DILI-Concern,Low,Logistic regression model predictions 
anidulafungin,0.05361596,0.046134663,0.002493766,0,0.002493766,0.003740648,0.034912718,0.153366584,0.067331671,0.037406484,0.082294264,0.016209476,0.105985037,0.026184539,0.023690773,0.007481297,0.057356608,0,0.001246883,0.014962594,0.028678304,0,0.077306733,0.099750623,0,0.004987531,0.052369077,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
aniracetam,0.020833333,0.03125,0,0.010416667,0,0,0.364583333,0.052083333,0.020833333,0,0,0,0.03125,0.0625,0,0,0.229166667,0,0,0.0625,0,0,0.010416667,0.104166667,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
anisindione,0.076923077,0,0,0,0.038461538,0.038461538,0.076923077,0.038461538,0.038461538,0.038461538,0,0,0.115384615,0,0,0,0.115384615,0,0,0,0.038461538,0,0,0.384615385,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
anisotropine,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
antazoline,0.205882353,0,0,0,0,0.12745098,0.058823529,0.107843137,0.019607843,0.039215686,0.029411765,0,0.009803922,0,0.019607843,0,0.107843137,0,0,0.009803922,0.029411765,0,0.009803922,0.205882353,0,0,0.019607843,Most-DILI-Concern,High,Logistic regression model predictions 
anthralin,0.005405405,0,0,0,0,0.021621622,0.010810811,0.248648649,0,0.037837838,0.016216216,0.059459459,0.005405405,0,0.016216216,0,0.037837838,0,0,0.005405405,0,0,0.010810811,0.502702703,0,0,0.021621622,Other-DILI-Concern,Low,Logistic regression model predictions 
apalutamide,0.008695652,0.026086957,0,0.003726708,0.011180124,0.002484472,0.104347826,0.196273292,0.003726708,0.002484472,0.01863354,0.049689441,0.093167702,0.032298137,0.042236025,0.00621118,0.083229814,0,0.004968944,0.02484472,0.01242236,0.007453416,0.026086957,0.170186335,0.001242236,0.022360248,0.045962733,Other-DILI-Concern,Low,Logistic regression model predictions 
